Date,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI
2023-04-17,New York,USA,65.67,181.76,75.81,41.61,7.12,154.58,34.66,83.01,15.13,156.25
2023-04-16,New York,USA,92.67,24.95,19.48,22.35,2.51,151.19,12.77,30.65,12.5,170.19
2023-11-11,Berlin,Germany,110.52,79.93,98.26,49.58,7.36,41.04,8.24,62.23,13.07,179.41
2023-08-09,Cairo,Egypt,51.06,129.28,20.3,22.83,1.15,65.51,28.1,45.22,10.56,139.31
2023-11-16,Berlin,Germany,62.69,36.9,23.98,29.16,7.67,105.22,29.71,51.26,19.16,154.71
2023-06-03,Mumbai,India,37.55,12.43,5.37,15.89,7.31,44.88,2.3,42.51,13.17,106.05
2023-01-23,Beijing,China,34.08,19.68,68.49,46.95,1.27,96.13,-6.72,28.72,13.69,97.22
2023-12-16,Beijing,China,58.77,193.29,7.16,18.05,9.11,181.85,6.05,88.84,6.59,152.69
2023-03-14,Toronto,Canada,48.23,80.0,51.32,38.45,9.97,82.48,14.91,41.96,12.26,132.35
2023-01-12,Beijing,China,137.46,147.14,11.76,28.28,2.53,19.78,12.36,42.54,17.17,193.32
2023-10-18,Sydney,Australia,110.39,161.57,92.96,25.41,4.76,105.99,5.96,56.91,14.66,179.34
2023-02-28,Dubai,UAE,100.09,70.54,29.96,4.76,1.04,96.58,19.53,90.94,8.49,174.02
2023-09-15,Sydney,Australia,145.21,181.86,97.6,5.44,6.69,157.76,16.13,95.39,4.12,197.32
2023-07-25,Cairo,Egypt,91.25,68.99,81.38,13.92,2.23,137.03,23.44,16.26,9.42,169.46
2023-09-16,Los Angeles,USA,9.75,42.4,67.52,20.84,6.05,58.87,7.3,38.06,12.6,66.5
2023-10-25,Paris,France,56.96,50.33,83.88,35.84,9.5,119.94,23.16,33.25,12.16,151.75
2023-07-15,Berlin,Germany,83.74,139.25,81.71,8.67,4.56,123.09,36.13,35.19,11.88,165.58
2023-12-02,Seoul,South Korea,66.5,48.21,32.43,44.07,9.05,22.88,4.36,94.13,9.13,156.68
2023-01-03,Bangkok,Thailand,63.42,48.95,19.46,16.75,6.83,132.83,19.62,68.51,8.99,155.09
2023-11-10,Cairo,Egypt,124.41,83.63,8.24,40.55,3.22,40.33,23.29,42.97,3.01,186.58
2023-12-02,Seoul,South Korea,15.77,136.1,9.53,22.67,1.19,93.29,11.51,51.36,3.31,91.14
2023-03-13,Berlin,Germany,74.84,14.58,41.03,2.72,0.8,123.85,16.96,83.68,1.39,160.99
2023-04-02,Bangkok,Thailand,142.19,103.39,88.56,2.01,8.7,173.9,20.07,84.1,17.09,195.76
2023-02-17,Moscow,Russia,105.62,197.39,31.52,25.87,4.16,102.94,31.08,20.45,6.83,176.88
2023-07-28,Mexico City,Mexico,66.31,123.47,87.66,12.76,7.7,111.93,14.09,36.24,14.7,156.58
2023-09-23,Bangkok,Thailand,144.95,86.84,34.79,7.87,6.58,52.07,30.38,78.33,2.68,197.19
2023-02-17,Tokyo,Japan,73.49,10.44,67.24,18.64,9.95,49.54,35.31,81.12,6.28,160.29
2023-11-03,Madrid,Spain,66.63,126.78,72.59,21.58,1.23,33.8,17.21,40.3,18.47,156.75
2023-11-26,Beijing,China,143.44,128.04,80.84,27.83,8.69,112.14,16.0,42.38,4.94,196.41
2023-04-04,New York,USA,103.78,51.92,78.86,27.51,3.29,80.76,28.35,13.61,18.66,175.93
2023-04-03,Mumbai,India,7.05,182.32,88.21,11.09,5.88,48.64,34.77,43.51,13.92,114.52
2023-04-22,Sydney,Australia,128.15,109.08,94.19,29.99,9.49,135.16,-7.77,11.06,1.49,188.51
2023-04-09,Beijing,China,143.31,172.3,55.85,49.03,2.94,109.48,-5.93,68.34,15.35,196.34
2023-06-21,Madrid,Spain,10.6,19.46,55.95,42.18,1.24,196.11,22.09,95.38,8.26,58.76
2023-06-01,Rio de Janeiro,Brazil,36.12,28.54,6.02,36.1,4.79,99.6,15.11,18.39,1.29,102.53
2023-12-16,Paris,France,39.75,32.06,59.24,2.77,5.71,123.19,31.33,61.98,2.62,111.46
2023-03-15,Paris,France,50.82,182.03,23.98,49.49,8.85,173.72,18.02,99.77,5.28,138.72
2023-04-06,Seoul,South Korea,5.44,126.74,48.58,47.26,0.99,121.78,18.56,24.43,19.35,86.51
2023-02-20,Berlin,Germany,47.45,165.85,69.81,29.18,6.81,166.72,16.33,57.46,1.65,130.42
2023-11-20,Madrid,Spain,121.55,144.57,70.12,7.04,1.69,117.88,0.1,10.65,11.99,185.1
2023-12-16,Dubai,UAE,39.42,113.02,12.71,24.94,4.87,21.09,0.71,94.29,6.3,110.65
2023-09-13,Toronto,Canada,49.42,133.25,28.54,6.81,2.76,47.6,32.14,50.43,14.38,135.28
2023-02-16,London,UK,79.73,105.69,22.05,19.23,6.07,192.12,18.88,91.08,11.97,163.51
2023-02-01,Berlin,Germany,110.67,98.55,50.69,32.92,4.7,152.94,16.43,61.93,1.18,179.49
2023-02-25,Cairo,Egypt,64.65,112.96,67.31,37.96,0.56,26.63,6.8,48.72,18.98,155.72
2023-12-11,Seoul,South Korea,45.47,34.59,9.18,45.59,7.3,159.16,29.38,34.44,12.47,125.55
2023-06-13,Madrid,Spain,59.07,66.56,75.42,43.94,9.36,33.57,7.79,57.57,13.88,152.84
2023-12-17,Moscow,Russia,120.58,132.8,64.45,23.82,0.84,191.15,17.37,52.33,18.37,184.6
2023-06-22,Los Angeles,USA,55.31,94.99,90.91,7.93,6.97,115.02,28.87,88.15,8.55,149.78
2023-05-08,Cairo,Egypt,60.89,71.16,81.23,16.75,0.58,136.58,24.37,14.01,3.37,153.78
2023-08-05,Moscow,Russia,10.46,195.47,84.86,42.82,6.76,42.88,22.77,69.56,18.04,121.03
2023-09-06,Seoul,South Korea,80.55,147.65,39.89,15.71,8.1,134.51,27.06,38.4,14.76,163.93
2023-11-12,Sydney,Australia,44.27,87.58,27.6,26.23,1.65,80.06,8.77,70.11,19.71,122.59
2023-05-28,Paris,France,12.7,186.63,29.78,49.52,8.33,146.49,21.78,25.19,15.15,116.66
2023-02-17,Mumbai,India,31.36,131.57,64.85,18.61,3.75,10.1,37.13,76.84,4.36,91.5
2023-05-03,Dubai,UAE,93.07,60.82,25.51,31.91,8.76,14.37,10.29,71.89,10.82,170.4
2023-05-11,Dubai,UAE,127.9,76.06,75.6,15.83,7.12,10.4,24.54,63.12,18.08,188.38
2023-06-02,Johannesburg,South Africa,140.78,55.2,44.49,7.57,8.94,72.04,24.24,56.29,10.91,195.03
2023-03-19,Beijing,China,93.45,129.66,88.94,42.65,9.16,168.72,38.77,72.81,3.89,170.59
2023-06-08,Moscow,Russia,74.33,174.86,68.4,45.99,5.36,156.05,33.4,78.85,15.22,160.72
2023-08-09,Istanbul,Turkey,131.86,13.21,13.69,22.63,4.55,174.47,2.86,35.51,12.32,190.43
2023-02-04,Cairo,Egypt,33.36,22.58,29.7,20.55,7.8,181.23,4.1,17.64,17.7,95.71
2023-02-01,Moscow,Russia,25.19,186.91,37.52,6.25,0.83,99.14,15.93,56.21,14.09,116.79
2023-06-27,Bangkok,Thailand,24.85,27.35,27.68,44.03,7.68,33.61,26.68,76.15,9.0,82.8
2023-08-26,Toronto,Canada,7.1,192.06,57.85,40.9,3.19,112.93,16.13,40.96,6.5,119.34
2023-11-01,New York,USA,115.88,17.45,73.6,10.43,1.0,164.51,0.6,92.47,7.42,182.18
2023-07-20,Istanbul,Turkey,56.21,65.19,9.19,40.8,6.67,90.46,17.7,70.16,11.66,151.37
2023-06-12,Los Angeles,USA,132.15,128.49,32.83,49.4,6.16,115.55,9.92,36.27,5.33,190.58
2023-04-02,London,UK,80.17,54.32,25.89,17.14,9.12,109.15,29.0,68.41,13.84,163.74
2023-07-06,New York,USA,51.38,148.83,61.88,25.81,5.51,30.91,8.49,47.43,15.97,140.1
2023-12-11,Johannesburg,South Africa,65.74,88.95,62.56,14.13,3.95,177.62,33.3,88.32,16.71,156.29
2023-11-23,Berlin,Germany,95.21,129.24,51.86,25.55,8.66,90.78,19.78,90.66,1.47,171.5
2023-04-18,Dubai,UAE,121.73,40.55,40.62,9.6,8.0,113.2,6.61,31.01,6.19,185.2
2023-05-11,Sydney,Australia,12.79,11.51,83.32,39.61,0.12,69.35,-1.52,66.93,0.72,82.23
2023-10-09,Johannesburg,South Africa,130.82,144.99,97.52,27.85,6.88,76.73,19.62,28.24,10.44,189.89
2023-09-17,Rio de Janeiro,Brazil,122.19,130.17,86.22,10.39,5.52,32.34,17.33,20.76,10.11,185.43
2023-09-01,Toronto,Canada,130.09,199.73,55.78,15.37,9.38,145.15,12.75,40.29,9.86,189.51
2023-04-26,Toronto,Canada,90.68,119.44,18.05,40.4,8.6,78.67,35.1,35.36,1.35,169.16
2023-04-26,Sydney,Australia,57.57,147.22,96.1,41.87,8.37,39.35,10.01,90.02,19.0,152.07
2023-09-17,Bangkok,Thailand,100.96,196.64,30.69,10.21,9.3,56.57,12.24,39.28,8.64,174.47
2023-11-06,Toronto,Canada,98.85,47.83,46.75,44.48,1.93,63.09,5.9,13.55,7.64,173.38
2023-08-02,London,UK,18.95,110.57,7.74,6.44,5.75,125.48,23.63,89.8,9.56,78.5
2023-02-01,Paris,France,64.79,26.82,56.4,37.22,3.88,174.79,8.87,34.75,10.09,155.8
2023-05-03,Paris,France,91.19,127.55,40.19,37.66,3.13,193.72,-4.8,96.84,11.9,169.43
2023-10-04,Toronto,Canada,79.35,103.17,76.93,32.69,5.2,36.3,15.81,54.09,10.1,163.31
2023-01-03,Rio de Janeiro,Brazil,29.38,73.18,55.54,31.01,8.39,130.77,7.9,11.09,6.93,89.9
2023-05-03,Toronto,Canada,24.28,196.38,74.67,3.08,1.84,29.03,31.52,58.76,17.99,121.48
2023-08-15,Beijing,China,94.69,23.73,20.59,39.48,2.66,155.29,14.27,29.23,18.91,171.24
2023-02-23,Paris,France,68.05,65.43,74.73,4.83,5.12,34.81,25.61,44.05,10.06,157.48
2023-06-22,Cairo,Egypt,23.88,149.42,43.0,34.51,6.46,166.69,29.94,26.51,3.78,97.73
2023-10-18,London,UK,37.55,121.85,28.66,43.54,3.98,166.24,14.25,73.76,0.86,106.05
2023-04-27,Seoul,South Korea,22.12,133.19,90.13,6.11,2.17,165.36,16.18,13.54,1.99,89.7
2023-08-04,Mumbai,India,132.61,140.3,19.36,7.96,6.54,168.36,3.5,28.45,6.46,190.81
2023-06-24,Madrid,Spain,23.4,26.85,77.97,35.38,4.39,44.94,25.3,85.74,3.3,76.53
2023-07-25,Mumbai,India,142.05,185.29,7.11,7.27,0.81,179.85,29.63,49.99,12.27,195.69
2023-12-22,New York,USA,44.15,115.09,92.28,4.08,8.5,21.21,6.81,97.33,16.19,122.3
2023-07-02,Rio de Janeiro,Brazil,112.08,25.86,19.5,28.71,2.53,96.31,15.39,19.3,9.53,180.21
2023-08-26,Sydney,Australia,71.98,101.29,9.06,4.55,1.29,184.53,25.82,96.56,10.12,159.51
2023-07-16,Bangkok,Thailand,47.36,44.12,29.85,45.19,7.12,177.32,37.94,83.74,13.11,130.2
2023-01-27,Sydney,Australia,96.39,83.29,60.09,22.26,0.34,193.0,6.45,82.33,16.24,172.11
2023-03-14,Mumbai,India,105.2,45.07,8.77,18.0,2.16,40.75,39.6,44.32,16.98,176.66
2023-12-11,Moscow,Russia,111.77,111.48,59.4,21.5,4.16,199.83,28.23,17.19,1.24,180.05
2023-09-21,Tokyo,Japan,131.46,145.57,10.13,25.1,9.08,181.72,-6.2,71.42,16.81,190.22
2023-11-05,Madrid,Spain,66.31,97.0,75.27,16.75,9.17,186.86,-7.85,27.95,10.81,156.58
2023-06-12,Berlin,Germany,81.83,191.57,36.33,43.87,5.03,64.47,22.99,26.03,4.9,164.6
2023-04-07,Los Angeles,USA,38.67,158.04,99.88,6.13,9.1,27.94,3.65,89.45,14.65,108.81
2023-03-14,Tokyo,Japan,35.32,63.5,25.54,41.28,3.18,183.26,18.49,32.31,3.82,99.83
2023-11-20,Los Angeles,USA,9.83,134.41,19.95,19.77,8.45,20.54,30.92,49.84,17.1,90.5
2023-02-04,Rio de Janeiro,Brazil,126.93,85.2,33.89,48.63,3.14,198.72,39.55,38.96,8.41,187.88
2023-10-18,Istanbul,Turkey,45.74,60.76,57.41,27.42,4.04,33.26,33.23,96.97,9.69,126.21
2023-03-28,Toronto,Canada,12.34,195.55,62.09,20.38,2.02,130.47,30.03,32.61,19.79,121.07
2023-03-04,Tokyo,Japan,7.7,167.69,71.0,38.67,3.01,114.34,-6.79,22.76,19.74,107.28
2023-06-08,Moscow,Russia,31.57,115.58,53.55,43.81,2.4,161.86,-2.56,91.31,1.73,91.95
2023-08-28,Madrid,Spain,69.79,174.72,54.56,48.83,2.53,195.74,26.25,50.06,3.12,158.38
2023-07-05,Toronto,Canada,42.16,116.48,21.03,3.54,3.13,12.66,7.69,63.57,11.76,117.4
2023-11-07,Johannesburg,South Africa,53.94,14.03,77.22,1.45,9.9,169.11,4.98,58.29,7.73,146.41
2023-05-12,Dubai,UAE,92.96,64.3,75.5,16.64,6.31,54.69,39.25,21.82,12.24,170.34
2023-06-02,Bangkok,Thailand,105.01,198.33,32.15,46.64,7.63,188.05,31.61,61.16,2.01,176.56
2023-01-24,Bangkok,Thailand,125.5,164.13,45.17,22.74,0.67,129.49,-0.57,95.47,8.88,187.14
2023-05-02,Dubai,UAE,77.15,38.44,34.83,30.83,8.57,193.68,-7.45,63.17,8.72,162.18
2023-06-25,Bangkok,Thailand,103.98,158.44,95.45,43.4,0.81,10.51,38.88,62.2,1.6,176.03
2023-02-04,Tokyo,Japan,125.06,197.15,95.49,40.75,8.19,113.74,1.53,50.63,19.33,186.92
2023-12-11,Mexico City,Mexico,72.53,119.78,48.19,29.56,8.34,97.56,14.66,42.08,3.53,159.79
2023-04-07,Sydney,Australia,115.04,121.97,71.81,49.32,7.13,24.72,5.14,56.11,6.29,181.74
2023-06-19,Cairo,Egypt,81.16,104.97,75.56,25.21,6.41,96.71,5.03,81.63,10.89,164.25
2023-12-13,Tokyo,Japan,24.27,190.02,58.2,30.94,0.21,97.16,-4.25,67.62,12.29,118.33
2023-08-16,Paris,France,97.03,116.37,47.59,17.73,1.32,107.51,17.68,16.38,3.03,172.44
2023-08-03,Cairo,Egypt,88.69,77.95,8.3,38.44,2.29,159.09,11.67,37.72,18.72,168.14
2023-05-07,Dubai,UAE,26.0,196.76,41.49,6.86,8.88,101.04,37.23,65.45,12.89,121.67
2023-07-09,Toronto,Canada,36.57,189.13,71.09,47.22,1.51,69.57,2.0,89.25,15.78,117.89
2023-03-11,New York,USA,12.96,87.9,6.65,15.11,7.66,160.46,31.33,58.53,17.15,82.6
2023-02-14,Seoul,South Korea,21.35,31.95,7.48,33.5,6.45,98.93,-8.26,20.62,12.61,70.5
2023-06-26,Cairo,Egypt,73.63,168.12,92.34,2.73,3.76,50.01,26.89,82.92,10.19,160.36
2023-09-03,Los Angeles,USA,8.98,156.08,29.73,14.88,4.08,127.52,-9.7,44.04,1.54,101.53
2023-05-08,Sydney,Australia,107.26,62.52,7.71,37.48,5.26,179.14,35.67,43.8,15.4,177.73
2023-08-22,Cairo,Egypt,117.76,26.74,51.48,34.06,0.86,42.74,4.0,78.76,6.46,183.15
2023-11-10,Istanbul,Turkey,88.01,153.96,96.27,31.58,9.4,35.73,32.67,11.54,16.91,167.79
2023-12-28,Sydney,Australia,114.07,131.21,17.03,14.68,3.12,113.79,4.82,96.84,14.8,181.24
2023-10-18,Beijing,China,115.13,60.18,75.73,13.32,4.69,63.08,18.95,54.62,17.63,181.79
2023-11-08,Toronto,Canada,137.1,87.26,47.69,11.66,7.59,102.11,3.98,50.37,13.01,193.13
2023-10-15,Dubai,UAE,98.35,101.05,6.79,36.2,8.61,81.92,-2.72,15.22,4.44,173.12
2023-02-28,Los Angeles,USA,130.68,149.98,65.45,41.13,1.12,174.32,28.05,62.17,18.18,189.82
2023-01-19,Madrid,Spain,24.65,178.97,66.6,30.11,0.6,117.49,23.34,12.32,12.01,112.86
2023-11-14,Sydney,Australia,71.19,96.69,50.02,15.58,8.62,163.68,10.26,77.95,2.54,159.1
2023-10-15,Madrid,Spain,23.07,43.24,5.82,38.1,2.43,181.58,25.11,46.14,3.3,74.07
2023-06-01,Seoul,South Korea,57.94,15.57,42.42,7.46,9.95,192.11,31.99,51.15,16.8,152.26
2023-08-20,Beijing,China,33.32,154.61,79.84,30.0,5.67,103.74,2.47,97.97,14.53,95.63
2023-05-05,Berlin,Germany,9.03,44.97,54.84,8.29,8.18,148.51,18.6,96.02,15.86,87.8
2023-11-02,Cairo,Egypt,145.71,110.29,5.42,14.0,4.12,171.41,11.17,10.18,6.05,197.58
2023-09-14,London,UK,97.62,66.93,66.5,20.64,9.39,193.51,29.7,77.72,17.93,172.75
2023-04-07,Dubai,UAE,125.34,137.1,13.13,25.41,9.01,170.67,28.26,23.15,13.92,187.06
2023-06-28,Berlin,Germany,90.32,74.84,85.29,26.63,1.35,62.3,28.01,59.84,17.07,168.98
2023-08-23,Cairo,Egypt,50.52,194.1,83.93,35.24,8.83,39.68,11.13,61.5,1.86,137.98
2023-06-16,Johannesburg,South Africa,56.08,183.74,41.04,8.48,1.45,30.3,30.27,59.69,15.71,151.3
2023-05-22,Istanbul,Turkey,135.37,131.57,12.75,42.8,7.55,96.27,5.15,81.19,4.35,192.24
2023-03-07,Rio de Janeiro,Brazil,19.25,177.33,48.06,49.0,9.26,129.29,31.61,42.89,16.36,112.05
2023-12-08,Rio de Janeiro,Brazil,11.84,97.03,7.12,34.48,3.33,21.95,5.35,46.53,17.75,71.8
2023-04-12,Los Angeles,USA,69.94,26.68,49.11,10.88,4.66,16.03,16.31,12.76,9.89,158.46
2023-04-17,Tokyo,Japan,14.84,154.31,28.22,14.5,0.51,154.52,29.34,71.17,10.17,56.76
2023-03-01,Toronto,Canada,17.98,135.59,54.1,22.19,4.27,96.52,0.49,37.02,15.57,90.89
2023-05-02,New York,USA,63.37,14.25,79.67,26.56,2.77,93.89,0.68,64.1,6.38,155.06
2023-05-04,Tokyo,Japan,145.66,192.24,35.93,4.4,3.21,149.01,-8.33,33.4,5.93,197.55
2023-12-13,Sydney,Australia,77.9,169.86,12.01,25.66,1.27,48.36,7.79,50.49,16.29,162.57
2023-03-04,Bangkok,Thailand,16.6,193.68,71.05,1.02,1.5,117.1,-4.21,92.81,19.07,120.14
2023-05-15,Tokyo,Japan,75.77,56.78,94.27,31.76,3.74,189.22,22.67,94.9,19.09,161.47
2023-04-28,Sydney,Australia,44.21,16.8,6.73,29.06,0.59,33.16,-5.4,98.64,1.74,122.45
2023-09-17,Paris,France,56.68,149.27,35.43,48.46,9.94,56.82,6.53,96.33,6.03,151.61
2023-12-16,London,UK,127.21,121.21,58.33,10.83,1.58,34.43,4.61,63.33,8.88,188.03
2023-07-03,Paris,France,9.54,72.48,67.36,3.83,0.26,126.53,27.42,61.08,10.95,65.23
2023-08-04,New York,USA,5.37,62.27,52.73,8.93,7.54,14.17,34.33,37.97,10.22,81.4
2023-11-15,New York,USA,48.79,123.42,84.2,42.13,2.68,173.72,-5.37,39.81,13.45,133.72
2023-12-04,Berlin,Germany,69.73,57.68,76.76,38.41,2.69,143.39,-6.81,88.9,13.28,158.35
2023-01-05,Cairo,Egypt,47.5,133.65,36.7,7.45,4.28,139.85,-7.5,23.66,2.68,130.55
2023-08-02,Toronto,Canada,105.28,43.06,87.51,7.67,1.81,178.54,16.69,80.05,13.32,176.7
2023-05-17,Rio de Janeiro,Brazil,56.65,154.93,66.36,18.62,7.67,187.97,4.4,91.05,8.51,151.59
2023-06-09,Istanbul,Turkey,125.37,121.16,38.38,8.18,6.87,88.23,36.57,66.43,4.78,187.08
2023-09-15,Sydney,Australia,112.68,120.04,83.46,1.74,9.3,121.24,-7.24,55.2,12.13,180.52
2023-05-06,Tokyo,Japan,86.88,148.9,28.02,41.15,0.14,174.96,9.04,21.32,6.66,167.2
2023-02-01,Beijing,China,19.03,75.3,57.95,5.63,8.05,184.0,23.85,91.48,1.14,86.5
2023-10-09,Berlin,Germany,133.46,120.66,76.13,30.74,9.25,32.95,23.45,91.54,4.17,191.25
2023-02-05,Madrid,Spain,93.22,87.59,31.55,39.53,5.68,84.27,36.45,93.4,12.79,170.48
2023-10-09,Tokyo,Japan,88.89,121.96,51.31,1.19,7.78,15.8,4.98,14.04,12.69,168.24
2023-03-27,Mumbai,India,40.51,124.44,30.81,26.4,6.53,65.43,8.54,83.04,9.82,113.34
2023-11-08,Sydney,Australia,15.04,121.05,90.22,21.53,0.85,145.43,-0.76,85.14,7.75,89.58
2023-01-13,Berlin,Germany,14.89,62.64,17.91,31.07,7.51,86.51,6.29,69.31,16.31,81.1
2023-02-01,Paris,France,133.74,49.38,52.17,6.13,3.64,72.92,4.34,57.85,13.67,191.4
2023-08-09,London,UK,74.44,128.91,40.99,46.55,9.92,182.75,-3.36,70.25,0.89,160.78
2023-07-24,Mexico City,Mexico,142.16,39.07,17.62,41.16,9.62,159.59,-1.57,25.73,16.75,195.75
2023-03-16,London,UK,14.76,43.25,90.34,13.18,5.93,92.82,0.3,95.75,12.03,89.71
2023-01-28,Sydney,Australia,14.48,163.63,7.14,34.27,2.32,21.04,8.23,21.94,6.01,105.27
2023-09-07,Mumbai,India,40.55,38.54,64.01,33.21,9.5,73.44,3.57,75.42,0.98,113.43
2023-04-06,Mumbai,India,66.83,109.63,74.88,48.61,9.76,160.9,12.03,97.85,2.5,156.85
2023-01-04,Madrid,Spain,65.4,166.17,94.0,3.95,0.97,15.65,26.5,73.1,11.92,156.11
2023-06-02,Mumbai,India,41.64,135.89,71.39,41.04,3.24,147.32,21.63,85.72,16.77,116.12
2023-05-14,Johannesburg,South Africa,103.9,95.81,45.01,10.16,2.5,38.61,39.72,47.41,13.77,175.99
2023-04-13,Bangkok,Thailand,65.05,82.3,65.75,6.68,2.62,127.99,37.78,77.77,19.4,155.93
2023-03-24,Sydney,Australia,68.68,80.25,74.61,24.98,9.45,170.75,16.62,20.44,19.4,157.81
2023-12-07,Cairo,Egypt,141.54,51.8,53.5,29.9,1.59,66.41,3.41,13.82,16.25,195.43
2023-04-23,Istanbul,Turkey,120.99,13.32,72.15,32.71,9.43,179.23,15.42,80.39,15.95,184.81
2023-10-12,Tokyo,Japan,108.71,44.77,73.9,17.83,5.49,151.62,37.98,19.23,17.47,178.47
2023-08-17,Seoul,South Korea,20.1,131.44,67.75,1.59,4.53,81.96,15.0,33.17,5.11,88.83
2023-12-01,Istanbul,Turkey,121.0,33.56,57.2,23.74,2.0,163.26,19.19,36.07,15.51,184.82
2023-09-22,Mumbai,India,60.04,38.82,95.67,45.45,2.94,145.65,13.67,42.56,3.72,153.34
2023-08-05,London,UK,141.78,98.43,74.58,34.34,5.2,68.54,-2.6,10.56,19.89,195.55
2023-03-08,Moscow,Russia,107.89,47.88,84.77,34.36,5.55,92.66,28.9,40.59,3.8,178.05
2023-06-14,Seoul,South Korea,42.86,69.4,16.24,28.82,8.13,159.25,-4.15,79.78,8.73,119.12
2023-04-05,Los Angeles,USA,31.76,101.43,59.46,12.72,9.49,44.32,3.37,21.96,1.32,92.35
2023-03-20,Istanbul,Turkey,104.56,160.67,30.32,23.93,5.02,30.11,35.05,81.96,12.47,176.33
2023-07-12,New York,USA,42.62,58.63,43.11,27.8,5.15,98.33,36.5,97.84,11.7,118.53
2023-03-23,Sydney,Australia,118.88,40.73,55.77,34.51,8.43,42.49,25.64,72.22,3.63,183.73
2023-02-04,Mexico City,Mexico,89.58,149.87,64.78,21.45,3.09,19.51,-0.89,13.61,9.04,168.6
2023-02-10,Berlin,Germany,98.99,113.39,10.18,13.79,8.18,97.29,8.25,49.04,3.72,173.46
2023-03-19,Beijing,China,127.1,182.87,89.4,33.58,8.83,72.22,-5.43,22.6,12.65,187.97
2023-01-15,London,UK,35.37,76.55,77.15,28.52,3.68,23.28,31.14,38.97,11.79,99.94
2023-02-03,Bangkok,Thailand,72.04,123.08,71.87,30.93,8.18,96.14,10.23,34.85,5.81,159.54
2023-11-12,Mumbai,India,59.86,94.27,61.97,5.51,0.17,175.07,2.81,90.92,7.72,153.25
2023-07-13,Tokyo,Japan,77.12,168.97,97.99,1.52,8.55,180.41,6.58,66.5,1.13,162.16
2023-07-25,Mexico City,Mexico,89.92,180.19,67.56,19.15,7.47,137.46,13.61,68.38,13.22,168.77
2023-07-23,Beijing,China,127.71,174.14,15.59,48.75,4.03,71.16,33.75,16.68,5.83,188.28
2023-10-05,New York,USA,128.37,124.22,76.28,47.21,1.86,37.42,5.26,76.98,3.2,188.63
2023-07-18,Madrid,Spain,23.86,174.3,39.63,23.16,9.14,174.71,-8.49,52.98,16.05,110.55
2023-10-21,Moscow,Russia,17.81,195.93,26.2,7.94,3.32,186.15,9.3,96.63,15.11,121.26
2023-02-14,Cairo,Egypt,34.02,41.94,29.04,35.32,8.56,103.24,-8.11,43.41,16.26,97.1
2023-07-24,Istanbul,Turkey,17.14,160.15,42.84,15.73,9.18,62.3,6.88,52.18,6.43,103.55
2023-11-02,Madrid,Spain,66.43,130.84,48.31,2.29,4.29,20.05,-5.35,59.9,17.8,156.64
2023-03-11,Beijing,China,104.29,24.15,85.88,27.77,3.56,190.13,12.36,52.8,5.78,176.19
2023-05-22,Mumbai,India,45.59,72.6,23.97,9.81,2.9,71.51,20.69,72.99,1.07,125.84
2023-05-11,Toronto,Canada,110.66,18.04,62.19,35.74,3.11,108.47,-2.32,91.36,18.93,179.48
2023-03-11,Istanbul,Turkey,129.45,84.36,16.05,30.59,9.82,155.84,2.03,93.94,5.02,189.18
2023-05-22,Beijing,China,49.19,102.04,32.11,23.16,2.1,81.77,6.19,73.67,8.15,134.71
2023-02-15,Toronto,Canada,131.04,31.03,40.79,5.1,9.25,73.87,29.04,50.75,7.02,190.0
2023-03-18,Toronto,Canada,82.28,90.5,75.99,46.6,7.79,140.14,-1.4,60.68,6.91,164.83
2023-04-07,Seoul,South Korea,64.77,66.85,31.77,8.28,3.09,12.51,-5.42,13.31,4.42,155.79
2023-03-18,Istanbul,Turkey,12.66,98.69,66.48,11.08,3.36,23.9,35.77,39.73,17.91,72.62
2023-06-16,Mexico City,Mexico,8.98,24.04,24.92,24.5,3.22,57.98,0.84,37.71,7.97,37.42
2023-07-03,Beijing,China,35.72,37.78,45.05,36.88,8.73,147.98,-5.36,65.04,16.13,101.54
2023-08-03,Rio de Janeiro,Brazil,93.55,159.45,81.39,36.66,1.04,105.47,22.94,39.6,18.36,170.65
2023-08-24,Seoul,South Korea,109.68,112.18,61.12,13.29,5.61,182.26,32.95,10.73,15.41,178.97
2023-10-10,Rio de Janeiro,Brazil,41.45,96.09,99.85,34.11,4.13,49.25,32.29,85.54,18.16,115.65
2023-09-09,New York,USA,130.02,89.95,41.18,25.04,9.92,160.77,8.12,77.03,7.84,189.48
2023-03-16,Seoul,South Korea,54.25,104.58,47.17,13.61,0.8,66.69,12.67,80.28,9.72,147.17
2023-02-08,Rio de Janeiro,Brazil,37.75,65.34,97.29,3.71,0.96,197.95,28.41,20.32,13.52,106.54
2023-01-22,Berlin,Germany,60.67,117.57,64.04,9.66,7.04,112.53,32.02,93.3,11.73,153.67
2023-06-02,Beijing,China,120.37,196.69,43.09,10.85,0.8,71.01,-2.58,63.72,14.6,184.49
2023-10-02,London,UK,49.91,183.05,66.04,44.35,4.4,97.17,10.4,57.15,10.18,136.48
2023-01-04,Cairo,Egypt,121.68,95.26,16.15,10.5,1.13,25.03,-7.52,19.91,11.87,185.17
2023-10-01,Bangkok,Thailand,31.61,36.27,64.62,45.71,0.4,170.03,-5.5,32.4,3.28,92.03
